Africa	非洲
Gulielmus Rodríguez	吉列爾莫·羅德里格斯·拉臘
Boissy-en-Drouais	德鲁艾地区布瓦西
Saint-André-lez-Lille	圣安德烈莱里尔
9762 Hermannhesse	小行星9762
Beaufort-Blavincourt	博福尔布拉万库尔
Dimont	迪蒙
Euarchonta	灵长动物
2707 Ueferji	小行星2707
Praye	普赖埃 (默尔特-摩泽尔省)
Uzel	于泽 (阿摩尔滨海省)
3248 Farinella	小行星3248
Linguae Ural-Altaicae	乌拉尔-阿尔泰语系
Chassy (Cher)	沙西 (谢尔省)
Annobón	安诺本岛
9054 Hippocastanum	小行星9054
Playmate	玩伴女郎
Hasnon	阿农
Malus sieversii	新疆野苹果
Les Mujouls	莱斯米茹尔
Georgius Leygues	乔治·莱格
Misael Pastrana Borrero	米萨埃尔·帕斯特拉纳·博雷罗
Saint-Dos	圣多 (比利牛斯-大西洋省)
3250 Martebo	小行星3250
Latrille	拉特里尔
5005 Kegler	小行星5005
Ioachim Heer	约阿基姆·黑尔
Gulielmus Wyatt Bibb	威廉·怀亚特·比布
Ludovicus Carolus Farini	路易吉·卡洛·法里尼
Stellae Monocerotis	麒麟座恒星列表
Gulielmus Paterson (iudex)	威廉·帕特森
Roussines (Andra)	鲁西内 (安德尔省)
3156 Ellington	小行星3156
8744 Cilla	小行星8744
8438 Marila	小行星8438
Vimoutiers	维穆蒂耶尔 (奥恩省)
8805 Petrpetrov	小行星8805
7172 Multatuli	小行星7172
2499 Brunk	小行星2499
Givry-en-Argonne	阿戈讷地区吉夫里
9374 Sundre	小行星9374
Bostens	博斯唐
Horologium Astronomicum Pragense	布拉格天文钟
La Bigottière	拉比戈蒂埃
Onychogalea lunata	新月甲尾袋鼠
Urbs Chesapeaca (Terra Mariae)	切萨皮克城
5580 Sharidake	小行星5580
Maulévrier	莫莱夫里耶 (曼恩-卢瓦尔省)
Calanhel	卡拉内
Chevrotaine	谢夫罗坦
Saint-Andeux	圣昂德 (科多尔省)
Edmundus (rex Scotiae)	埃德蒙 (苏格兰)
5781 Barkhatova	小行星5781
Gémonville	热蒙维尔
8856 Celastrus	小行星8856
3472 Upgren	小行星3472
Frocourt	弗罗库尔 (瓦兹省)
Vidula	韋勒河 (埃納河支流)
Mnaseas (papilio)	豔弄蝶屬
Saint-Élier	圣埃利耶 (厄尔省)
8724 Junkoehara	小行星8724
Sauvagny	索瓦尼 (阿列省)
Sallenelles	萨勒内勒 (卡尔瓦多斯省)
Gorges (Manica)	戈尔热 (芒什省)
3043 San Diego	小行星3043
Bussières (Podium Dumiatis)	比西埃 (多姆山省)
2323 Zverev	小行星2323
Béhéricourt	贝埃里库尔
Vincentius Voiture	樊尚·瓦蒂尔
3328 Interposita	小行星3328
3357 Tolstikov	小行星3357
5345 Boynton	小行星5345
Love Story	愛的故事
3445 Pinson	小行星3445
5015 Litke	小行星5015
Barberà de la Conca	巴尔韦拉德拉孔卡
Rocafort de Queralt	罗卡福尔特德克拉尔特
Chahaneium	伊莱河畔沙斯内
Grossouvre	格罗苏夫尔
Shuji Nakamura	中村修二
La Croixille	拉克鲁瓦克西尔
9532 Abramenko	小行星9532
Magny-la-Ville	马尼拉维尔
Le Latet	勒拉泰
Rexpoëde	雷克斯波埃德
4979 Otawara	小行星4979
Cymbeline	辛白林
Gevrolles	热夫罗莱
8927 Ryojiro	小行星8927
Fresnoy-la-Rivière	弗雷斯努瓦拉里维埃
Ioannes Gilbertus Baker	约翰·吉尔伯特·贝克
Villeneuve-du-Paréage	维勒纳夫迪帕雷阿格 (阿列日省)
Fruzaium	弗罗赛
Saint-Quentin-sur-Sauxillanges	索克西朗热河畔圣屈昂坦 (多姆山省)
Moulle	穆勒 (加来海峡省)
Miramont-Sensacq	米拉蒙桑萨 (朗德省)
Foederatio Internationalis pro Iuribus Humanis	國際人權聯盟 (巴黎)
Herculis insula	阿西納拉島
Nicolaus Niccoli	尼科利
Lect (Iura)	莱克 (汝拉省)
3109 Machin	小行星3109
Proelium apud Myriocephalum	密列奥塞法隆战役
Bellecombe-Tarendol	贝莱孔布塔朗多
Index Asteroidum 74001-75000	小行星列表/74001-75000
3196 Maklaj	小行星3196
5451 Plato	小行星5451
3301 Jansje	小行星3301
Corrobert	科尔罗贝尔
Ruffec (Carantonus)	吕弗克 (夏朗德省)
Via quantitativa	定量研究
Southwark (burgus)	南華克區
Misson (Landae)	米松 (朗德省)
3121 Tamines	小行星3121
Ritus Romanus	羅馬禮
Valuéjols	瓦吕埃若尔 (康塔尔省)
Bosseval-et-Briancourt	博瑟瓦勒和布里扬库尔
4578 Kurashiki	小行星4578
Stellae Ceti	鲸鱼座恒星列表
Contagion	全境擴散
Champallement	尚帕莱芒
Trichinella spiralis	旋毛虫
Mons (Podium Dumiatis)	蒙镇 (多姆山省)
Croutoy	克鲁图瓦
8539 Laban	小行星8539
Eastleigh	伊斯特利
3334 Somov	小行星3334
Museum Getty	保罗·盖蒂博物馆
5294 Onnetoh	小行星5294
Teissières-de-Cornet	泰西埃德科尔内 (康塔尔省)
Steropodontidae	硬齒鴨嘴獸科
3116 Goodricke	小行星3116
9500 Camelot	小行星9500
Sea Shepherd Conservation Society	海洋守护者协会
Aralia tibetana	西藏土当归
647 Adelgunde	小行星647
Laféline	拉费兰
Manhattan (pellicula)	曼哈頓 (電影)
Juvigny (Matrona)	瑞维尼 (马恩省)
Cézan	塞藏 (热尔省)
Cuc	古巴可兑换比索
958 Asplinda	小行星958
Treccani	意大利百科全书
Auménancourt	奥梅南库尔
2478 Tokai	小行星2478
5538 Luichewoo	小行星5538
Le Coudray-sur-Thelle	泰尔河畔勒库德赖
La Ville-sous-Orbais	拉维尔苏奥尔拜
Periodus Orchoensis	烏魯克時期
Fernoël	弗尔诺厄
3172 Hirst	小行星3172
Provinciae Maritimae	加拿大海洋省份
Houplin-Ancoisne	乌普兰昂宽讷
Beauvilliers (Ebura et Lidericus)	博维利耶尔 (厄尔-卢瓦尔省)
Mons Vernonius	維農山莊
Bree	布理
Index Asteroidum 1-1000	小行星列表/1-1000
Saint-Aubin-du-Désert	圣奥班迪代塞尔 (马耶讷省)
5173 Stjerneborg	小行星5173
Lacus Culundinensis	庫倫達湖
Pradinas	普拉迪纳 (阿韦龙省)
Amanlix	阿芒利
Le Mesnil-Germain	勒梅斯尼热尔曼
Georgius Bentham	乔治·边沁
Châtenois (Iura)	沙唐瓦 (汝拉省)
5010 Amenemhêt	小行星5010
Chabournay	沙布尔奈
Loulle	卢尔
Le Vernoy	勒韦尔努瓦 (杜省)
7689 Reinerstoss	小行星7689
Champlat-et-Boujacourt	尚普拉和布雅库尔
Modus (musica)	调式
Annay (Niver)	阿奈 (涅夫勒省)
Émiéville	埃米埃维尔
Warvillers	瓦尔维莱尔
Creon	克瑞翁
Durangum (Biscaia)	杜兰戈 (西班牙)
Mons Serratus	蒙特塞拉特山
5008 Miyazawakenji	小行星5008
Montigny-lès-Condé	蒙蒂尼莱孔代
4585 Ainonai	小行星4585
Index Asteroidum 229001-230000	小行星列表/229001-230000
Rumilly-lès-Vaudes	吕米利莱沃代 (奥布省)
5618 Saitama	小行星5618
Artigues (Arigia)	阿尔蒂盖 (阿列日省)
Picauville	皮科维尔 (芒什省)
Campus Lemetii	尚普莱米
Horsfieldia	风吹楠属
5206 Kodomonomori	小行星5206
Ismail Merchant	伊斯梅尔·莫香特
2835 Ryoma	龍馬 (小行星)
Ferraria (Litora ad Mare)	拉弗尔里埃 (阿摩尔滨海省)
Audincourt	奥丹库尔
Châtillon-Coligny	沙蒂隆科利尼
7104 Manyousyu	小行星7104
Goviller	戈维莱
2112 Ulyanov	小行星2112
Noyers (Icauna)	努瓦埃尔
Trebia	特雷比亚河
Antras (Aegirtius)	昂特拉 (热尔省)
Escales	埃斯卡莱
Via Aemilia	艾米利亚大道
Saint-Maurice-lès-Charencey	圣莫里克莱沙朗塞 (奥恩省)
Ioannes Lansing	约翰·兰辛
Cappelle-en-Pévèle	卡佩勒昂佩韦勒
Saint-Martin-des-Puits	圣马丹代皮伊特 (奥德省)
Saumont	索蒙 (洛特-加龙省)
Auzas	奥扎 (上加龙省)
Vélines	韦利内 (多尔多涅省)
Epocha Barremensis	巴列姆期
Estaires	埃斯泰尔
Bruslata	布尔拉达
Vignats	维尼亚特 (卡尔瓦多斯省)
Statio Tranquillitatis	静海基地
Chenillé-Changé	谢尼莱尚热
Les Authieux-sur-Calonne	卡隆河畔莱索蒂厄
8761 Crane	小行星8761
Mélicourt	梅利库尔 (厄尔省)
Garay	加赖
Saint-Julien-de-Coppel	圣瑞利安德科佩 (多姆山省)
Cournon-d'Auvergne	库尔农多韦尔尼
8065 Nakhodkin	小行星8065
Biblia Hebraica	希伯來聖經
Glonville	格隆维尔
5945 Roachapproach	小行星5945
Avrilly (Olina)	阿夫里利 (奥恩省)
Proto-World	原始人類語言
2466 Golson	小行星2466
5959 Shaklan	小行星5959
Gars (Alpes Maritimae)	加尔
Maubec (Vallis Clausa)	莫贝克
7496 Miroslavholub	小行星7496
Poullignac	普利尼亚克 (夏朗德省)
8970 Islandica	小行星8970
Urcel	于尔塞勒
Vebron	韦布龙 (洛泽尔省)
Poids-de-Fiole	普瓦德德菲奥尔 (汝拉省)
Treffort-Cuisiat	特雷福尔－屈伊齐亚
Beauvau (Cenomannica et Liger)	博沃
4603 Bertaud	小行星4603
Besain	贝桑 (汝拉省)
Vabra	瓦布雷拉拜埃 (阿韦龙省)
Bunus	比尼
Bonnefontaine	博内丰坦
Lahas	拉阿 (热尔省欧什区)
Bars (Aegirtius)	巴尔 (热尔省)
Méry-Corbon	梅里科尔邦 (卡尔瓦多斯省)
Vézelise	韦泽利斯 (默尔特-摩泽尔省)
La Frasnée	拉夫拉斯内埃
4764 Joneberhart	小行星4764
Châtelneuf (Iura)	沙泰尔纳 (汝拉省)
Thèze (Pyrenaeus Atlanticus)	泰兹 (比利牛斯-大西洋省)
Doucier	杜谢
Saint-Thibéry	圣蒂贝里 (埃罗省)
5156 Golant	小行星5156
Chamole	尚奥尔
3525 Paul	小行星3525
Saint-Vincent-de-Tyrosse	圣万桑德蒂罗斯 (朗德省)
Quiers-sur-Bézonde	贝宗德河畔屈耶尔 (卢瓦雷省)
Villerupt	维勒吕普 (默尔特-摩泽尔省)
Asmodeus	阿斯摩太
Alos-Sibas-Abense	阿洛西巴阿邦斯
Yzosse	伊佐斯
Dioecesis Mantuana	天主教曼托瓦教區
Liber Usualis	常用歌集
La Groise	拉格鲁瓦斯
Gattamelata	加塔梅拉塔
Quilly (Liger Atlanticus)	屈伊利 (大西洋卢瓦尔省)
Hautecour (Iura)	奥泰库 (汝拉省)
4615 Zinner	小行星4615
Cernans	塞尔南
9839 Crabbegat	小行星9839
Charézier	沙雷齐耶
Feugères	弗热雷
Bruniquel	布吕尼屈厄
Notre-Dame-des-Landes	诺特尔达梅-代朗代 (大西洋卢瓦尔省)
Hamelet	阿默莱
9872 Solf	小行星9872
La Châtelaine	拉沙泰兰
Berzieux	贝尔齐厄
Barretaine	巴尔雷坦
Epocha Cimmerigiensis	啟莫里期
Lamenay-sur-Loire	卢瓦尔河畔拉默奈
Saso	薩贊島
2673 Lossignol	小行星2673
Ordo Sanctae Clarae	贫穷修女会
Simplé	西姆普莱 (马耶讷省)
Match Point	迷失決勝分
Cognat-Lyonne	科尼亚利翁
Secunda Aetas	第二紀元
Port-de-Lanne	波尔德朗 (朗德省)
7182 Robinvaughan	小行星7182
Duran (Aegirtius)	迪朗
Mons Aso	阿蘇山
Terraemotus Beroensis anni 1138	1138年阿勒颇大地震
Saint-Clément-des-Baleines	圣克莱芒代巴莱内 (滨海夏朗德省)
Albuzo (Olina)	奥比松 (奥恩省)
Le Bois-Plage-en-Ré	雷地区勒布瓦斯-普拉格
Neuville-de-Poitou	纳维勒德普瓦图
8381 Hauptmann	小行星8381
Baume-les-Dames	博姆莱达梅
Monachus	出家人
Regnum Hwicciorum	赫威赛王国
Les Plans (Vardo)	莱斯普朗 (加尔省)
Cellettes (Carantonus)	瑟勒泰 (夏朗德省)
Basilica Sanctae Praxedis	圣巴西德圣殿
Pirou	皮鲁 (芒什省)
Blessy (Fretum Calisii)	布莱西
Caussens	科桑
Yankee Doodle	洋基歌
Colotini	珂粉蝶族
Soye	苏瓦埃 (杜省)
Boisset (Mons Celtorum)	布瓦塞 (康塔尔省)
8852 Buxus	小行星8852
Virginy	维尔吉尼 (马恩省)
Linières-Bouton	利尼埃布通
9017 Babadzhanyan	小行星9017
Rots	罗特 (卡尔瓦多斯省)
Ganges (Arauris)	冈热
Res gestae Divi Augusti	奥古斯都神的功业
Urdúliz	乌尔杜利斯
Plurien	普吕里安 (阿摩尔滨海省)
Aulnay-la-Rivière	奥尔奈拉里维埃
4845 Tsubetsu	小行星4845
Tilly-la-Campagne	蒂利拉康帕尼 (卡尔瓦多斯省)
Garnerans	加尔纳朗
Epocha Altaripensis	豪特里維期
Châtel-Censoir	沙特康苏瓦
Le Poët-en-Percip	佩尔西地区勒波厄
9158 Platè	小行星9158
8442 Ostralegus	小行星8442
Colombiers (Carantonus Maritimus)	科隆比耶尔 (滨海夏朗德省)
9674 Slovenija	小行星9674
Mont-Disse	蒙迪斯 (比利牛斯-大西洋省)
Noyant-et-Aconin	努瓦扬阿科南
Nougaroulet	努加鲁莱 (热尔省)
Collegium Carolinum	布伦瑞克工业大学
Serain	塞兰 (埃纳省)
1999 Hirayama	小行星1999
Aglaia	米仔兰属
Esnans	埃斯南
8580 Pinsky	小行星8580
2233 Kuznetsov	小行星2233
Evangelium veritatis	真理的福音
Maizet	迈泽 (卡尔瓦多斯省)
Ochandiano	奥特克桑迪奥
Alfredus Poveda	阿爾弗雷多·波韋達·布爾瓦諾
Ségur-les-Villas	塞居莱维拉 (康塔尔省)
9256 Tsukamoto	小行星9256
Peyrusse	佩吕斯 (康塔尔省)
Ordo Compositus	混合柱式
Amanitaceae	鹅膏菌科
Soulangy	苏朗吉 (卡尔瓦多斯省)
Salvagnac-Cajarc	萨尔瓦尼亚克卡雅尔克 (阿韦龙省)
Courcemain	库尔瑟曼
Les Crozets	莱斯克罗泽特
Iacobus McCreary	詹姆斯·B·麦克里
Galanga	高良薑
Saint-Aubin (Oltis et Garumna)	圣奥班 (洛特-加龙省)
Tegan and Sara	泰根與莎拉
Universitas Sancti Ludovici	圣路易斯大学
Condominium (ius)	共管 (國際法)
9421 Violilla	小行星9421
Mendum typographicum	誤植
7285 Seggewiss	小行星7285
Bajamont	巴雅蒙
2134 Dennispalm	小行星2134
Chavaroux	沙瓦鲁
Dioecesis Barreriensis	天主教巴雷拉斯教区
Cahagnes	卡阿盖
Maroilles	瑪瑞里斯芝士
3363 Bowen	小行星3363
Saint-Riquier	圣里基耶
7195 Danboice	小行星7195
7087 Lewotsky	小行星7087
Caput Frigidum	卡波弗里奧
Tauves	托韦 (多姆山省)
Hérépian	埃雷皮昂
Surat (Podium Dumiatis)	叙拉 (多姆山省)
Cheviré-le-Rouge	谢维雷莱鲁格
Bloc Québécois	魁北克集团
Boncourt (Ebura et Lidericus)	邦库尔 (厄尔-卢瓦尔省)
Kėdainiai	凱代尼艾
Argenton (Oltis et Garumna)	阿尔让通
Iacobus Garrard	詹姆斯·加勒德
8557 Šaroun	小行星8557
Wallabia bicolor	黑尾袋鼠
Fuller Warren	富勒·华伦
Tieste-Uragnoux	蒂耶斯特于拉纽 (热尔省)
5855 Yukitsuna	小行星5855
Augustus Stanley	奥古斯塔斯·奥斯利·斯坦利
9478 Caldeyro	小行星9478
4944 Kozlovskij	小行星4944
Ruitz	吕伊斯
Viens	维安
3503 Brandt	小行星3503
Saint-Saturnin (Matrona)	圣萨蒂尔南 (马恩省)
Pliohyrax	上新蹄兔
8121 Altdorfer	小行星8121
Montmaur (Alpes Superiores)	蒙特莫 (上阿尔卑斯省)
Cannessières	卡讷西耶尔
Barésia-sur-l'Ain	兰河畔巴尔雷西亚
Vienne-en-Bessin	贝桑地区维安 (卡尔瓦多斯省)
Cogna	科尼亚 (法国)
Elanchove	埃兰特克索韦
Briod	布里奥 (汝拉省)
Chapois (Iura)	沙普瓦
Index Asteroidum 109001-110000	小行星列表/109001-110000
Blye	布利埃
Fontenu	丰特尼 (汝拉省)
3053 Dresden	小行星3053
Denneville	德纳维尔
Vas deferens	输精管
3717 Thorenia	小行星3717
Ferrivia Subterranea Mediolanensis	米兰地铁
Kaarina	卡里納
2623 Zech	小行星2623
8697 Olofsson	小行星8697
1155 Aënna	小行星1155
Bazauges	巴佐热
Sallentum	薩蘭托
Saonnet	索内 (卡尔瓦多斯省)
Saint-Ovin	圣奥万 (芒什省)
Systema aequationum	方程组
Pancé	庞塞 (伊勒-维莱讷省)
Noidan	努瓦当 (科多尔省)
8985 Tula	小行星8985
Stellae Aurigae	御夫座恒星列表
Fauces Villae Albae	科利亚多-比利亚尔瓦
Garigny	加里尼
Meslin	梅斯兰 (阿摩尔滨海省)
2549 Baker	小行星2549
Saint-Victor-en-Marche	马尔克地区圣维克托 (克勒兹省)
Renneval	雷讷瓦勒
Roncq	龙克
Cleopatra	克莱奥帕特拉
Bonnemaison	博内迈松
Boulaur	布洛 (热尔省)
Saint-Ouen-des-Champs	圣乌昂代尚普 (厄尔省)
Acy-Romance	阿西罗芒斯
Saint-Martin-Don	圣马丹东 (卡尔瓦多斯省)
Stellae Arietis	白羊座恒星列表
Saint-Julien-le-Pèlerin	圣瑞利安莱佩勒兰 (科雷兹省)
Murex ferreus	蒺藜 (武器)
Tayrac (Oltis et Garumna)	泰拉克 (洛特-加龙省)
OK Go	OK Go
Baziège	巴齐耶格
Doméliers	多梅利耶尔
5349 Paulharris	小行星5349
Lussan (Aegirtius)	吕桑 (热尔省)
Exmes	埃克斯梅
Stellae Horologii	时钟座恒星列表
3422 Reid	小行星3422
Courtomer (Olina)	库尔托梅 (奥恩省)
Saint-Vincent (Pyrenaeus Atlanticus)	圣万桑 (比利牛斯-大西洋省)
Engenville	昂让维尔
Villers-Hélon	维莱埃隆
5761 Andreivanov	小行星5761
Umbro	翁布羅內河
5219 Zemka	小行星5219
Saint-Hilaire-du-Harcouët	圣伊莱尔迪阿尔库厄 (芒什省)
Avesnes-les-Aubert	阿韦讷莱索贝尔
Polyphagidae	隆背蜚蠊科
7978 Niknesterov	小行星7978
Correllum (Litora ad Mare)	科雷 (阿摩尔滨海省)
3320 Namba	小行星3320
Victus	主食
Englefontaine	昂格勒方丹
Rivedoux-Plage	里韦杜普拉格 (滨海夏朗德省)
5681 Bakulev	小行星5681
Chartrené	沙尔特雷内
Saint-Astier (Oltis et Garumna)	圣阿斯蒂耶 (洛特-加龙省)
9567 Surgut	小行星9567
Fougeré (Cenomannica et Liger)	富热雷 (曼恩-卢瓦尔省)
Acrodipsas	散灰蝶屬
5967 Edithlevy	小行星5967
Chavaignes	沙韦盖 (曼恩-卢瓦尔省)
Autrèche	奥特雷克
Saint-Martin-des-Plains	圣马丹代普兰 (多姆山省)
Germigny-des-Prés	热尔米尼代普雷
Universitas Coloratensis apud Boulder	科羅拉多大學波德分校
Reges Legionis	莱昂君主列表
The Three Caballeros (pellicula 1945)	西班牙三紳士
7439 Tetsufuse	小行星7439
Wimbledon	温布尔登 (伦敦)
Morpitium	莫珀斯
5273 Peilisheng	小行星5273
Bizou	比祖 (奥恩省)
Armbouts-Cappel	阿尔芒布卡佩勒
Debsirindra (regina Siamensis)	特诗琳王太后
Sainte-Austreberthe (Fretum Calisii)	圣欧斯特雷贝尔特
Archelange	阿尔谢朗格
Venizel	弗尼泽勒
8609 Shuvalov	小行星8609
3854 George	小行星3854
Auzouer-en-Touraine	图兰地区奥祖埃
Moulay	穆莱 (马耶讷省)
Metz-en-Couture	梅斯昂库蒂尔
Guess Who's Coming to Dinner	猜猜谁来吃晚餐
8588 Avosetta	小行星8588
Loscouët-sur-Meu	默河畔洛斯库厄
Bossay-sur-Claise	克莱斯河畔博赛
Saint-Laurent-de-Terregatte	圣洛朗德泰尔雷加特 (芒什省)
Olympia (Manet)	奧林匹亞 (馬奈)
Le Boulay	勒布莱
7860 Zahnle	小行星7860
Neufmesnil	纳夫梅斯尼 (芒什省)
Camou-Cihigue	加穆西伊格
Waka	和歌
Buverchy	比韦尔希
Belfort-sur-Rebenty	雷邦蒂河畔贝尔福尔
Neuilly-le-Brignon	讷伊莱布里尼翁 (安德尔-卢瓦尔省)
Logrian-Florian	洛格里昂弗洛里昂
Constantiana Daphne	奥尔泰尼察
Gonerilia	工灰蝶屬
Squalus	角鯊屬
Neuville-sur-Brenne	布朗河畔讷维尔 (安德尔-卢瓦尔省)
Émerchicourt	埃梅尔希库尔
Prayssas	普赖萨 (洛特-加龙省)
Gouberville	古贝尔维尔
Arnaldus Montebourg	阿诺·蒙特布尔
Neuvy-le-Roi	讷维莱鲁瓦 (安德尔-卢瓦尔省)
Carpanzanum	卡尔潘扎诺
Écueil	埃屈埃
Noizay	努瓦泽 (安德尔-卢瓦尔省)
Hem-Monacu	埃莫纳库
Chaumont-en-Vexin	韦克桑地区绍蒙
Teguise	特吉塞
Béthisy-Saint-Pierre	贝蒂西圣皮耶尔
Ladoye-sur-Seille	塞尔河畔拉杜瓦埃 (汝拉省)
Notre-Dame-d'Oé	诺特尔当多埃 (安德尔-卢瓦尔省)
Castellum Sumter	萨姆特堡
Nouâtre	努阿特尔 (安德尔-卢瓦尔省)
Ludovicus XIII	路易十三
Wirwignes	维尔维涅
Saint-Pierre-de-Semilly	圣皮耶尔德瑟米利 (芒什省)
Susmiou	叙斯米乌 (比利牛斯-大西洋省)
Messapii	梅萨比人
2447 Kronstadt	小行星2447
Anna Hébert	安娜·埃贝尔
Cigogné	西戈涅
Bazoches-en-Dunois	丹瓦地区巴佐谢
Universitas Teheranensis	德黑兰大学
Bellum Latinum	拉丁战争
4914 Pardina	小行星4914
Saint-Gouéno	圣古埃诺 (阿摩尔滨海省)
8500 Hori	小行星8500
Élincourt	埃兰库尔 (诺尔省)
Ecclesia Cathedralis Helsingiensis	赫尔辛基主教座堂
Jackson Comitatus (Ohium)	杰克逊县 (俄亥俄州)
Montclar-sur-Gervanne	热尔旺河畔蒙特克拉 (德龙省)
Staple (Septentrio)	斯塔普勒
Provinciae Foederatae Fluvii Argentei	拉普拉塔联合省
The Green Hornet	青蜂俠 (2011年電影)
Combovin	孔博万
Euryapsida	调孔亚纲
Saint-Laurent (Carus)	圣洛朗 (谢尔省)
Basilica Sancti Laurentii extra muros	城外圣老楞佐圣殿
Cussy-les-Forges	屈西勒福尔热
5220 Vika	小行星5220
Universitas Singapurana	新加坡国立大学
Universitas Miamiensis	邁阿密大學 (佛罗里达州)
Antonius Jugov	安东·于哥夫
5297 Schinkel	小行星5297
Blandouet	布朗杜埃
Sarbazan	萨尔巴藏 (朗德省)
9128 Takatumuzi	小行星9128
Lacépède (Oltis et Garumna)	拉塞佩德 (洛特-加龙省)
5453 Zakharchenya	小行星5453
2007 McCuskey	小行星2007
Ewoks: The Battle for Endor	魔星傳奇
3143 Genecampbell	小行星3143
Jonquery	容屈埃里
Escardes	埃斯卡尔代
Saint-Gal-sur-Sioule	西乌尔河畔圣加 (多姆山省)
2188 Orlenok	小行星2188
Aeronavis rigida	硬式飛船
6020 Miyamoto	小行星6020
Charchigné	沙尔希涅
Curtius Schuschnigg	库尔特·许士尼格
Notatio scaccorum algebraica	代數記譜法
Cros-de-Ronesque	克罗德罗内斯屈埃
Saint-Savin-sur-Gartempe	圣萨万
Santa Lucía de Tirajana	圣卢西亚德蒂拉哈纳
Fictilia Graeca	古希腊陶器
3170 Dzhanibekov	小行星3170
Beautiful Creatures	美麗生靈
Galdames	加尔达梅斯
La Croix-en-Champagne	尚帕尼地区拉克鲁瓦
2498 Tsesevich	小行星2498
2847 Parvati	小行星2847
Glénic	格莱尼克
Hérissart	埃里萨尔
Dampierre-en-Crot	克罗地区当皮耶尔
5786 Talos	小行星5786
Ioannes Iacobus Willmar	让-雅克·威尔马
3234 Hergiani	小行星3234
Allemant (Matrona)	阿莱芒 (马恩省)
Vaux-lès-Saint-Claude	沃莱圣克洛德 (汝拉省)
Manciet	芒谢 (热尔省)
Saint-André-de-Lancize	圣昂德雷德朗西兹 (洛泽尔省)
8133 Takanochoei	小行星8133
3365 Recogne	小行星3365
Candoia	樹蚺屬
Savignac-Mona	萨维尼亚克莫纳 (热尔省)
2882 Tedesco	小行星2882
Sarraziet	萨尔拉齐耶 (朗德省)
Dirol	迪罗
Index Asteroidum 91001-92000	小行星列表/91001-92000
Guipy	吉皮
Théhillac	泰伊拉克 (莫尔比昂省)
Stellae Doradus	剑鱼座恒星列表
Productio (oeconomia)	生产
Index Asteroidum 192001-193000	小行星列表/192001-193000
Saint-Girons-en-Béarn	贝阿尔恩地区圣吉龙 (比利牛斯-大西洋省)
Basilius Solov'ëv-Sedoj	瓦西里·索洛维约夫-谢多伊
7313 Pisano	小行星7313
9844 Otani	小行星9844
Vendeuvre-du-Poitou	旺德夫勒迪普瓦图
Yeghishe Charents	叶格依舍·恰连茨
Tsuga	铁杉属
Papocinetum	教宗座驾
Carolus Matthias Simons	夏尔-马提亚·西蒙斯
Villers-Plouich	维莱普卢伊什
Colinaeum	科利内埃
7493 Hirzo	小行星7493
M&M's	M&M's
Montjoie-en-Couserans	库瑟朗地区蒙特茹瓦 (阿列日省)
Saint-Laurent-de-Gosse	圣洛朗德戈斯 (朗德省)
Arbérats-Sillègue	阿尔贝拉特西莱盖
Pugieu	皮日厄
8598 Tetrix	小行星8598
Arreux	阿勒 (阿登省)
Socialismus Christianus	基督教社會主義
Escos	埃斯科 (比利牛斯-大西洋省)
Archidioecesis Brasiliopolitana	天主教巴西利亞總教區
Universitas Civica Pennsilvaniensis	宾夕法尼亚州立大学
Blank verse	无韵诗
Loussous-Débat	卢苏代巴
Vassogne	瓦索涅
4672 Takuboku	小行星4672
Cythnos	基斯諾斯島
7794 Sanvito	小行星7794
5442 Drossart	小行星5442
Contrevoz	孔特勒沃
2031 BAM	小行星2031
Trégrom	特雷格龙 (阿摩尔滨海省)
7639 Offutt	小行星7639
Arva (flumen Normanniae)	阿夫爾河 (厄爾河支流)
Maspie-Lalonquère-Juillacq	马斯皮耶拉隆屈埃尔瑞伊拉 (比利牛斯-大西洋省)
Savallà del Comtat	萨瓦利亚德尔科姆塔特
Historia Brittonum	历史上的不列颠
Feuges	弗热
Avessac	阿韦萨克
5508 Gomyou	小行星5508
Bethmale	贝特马尔
Vaux-les-Prés	沃莱普雷 (杜省)
Nea Mone	希俄斯新修道院
Oracula Sibyllina	西比拉神谕
2574 Ladoga	小行星2574
5636 Jacobson	小行星5636
8298 Loubna	小行星8298
Mussy-sur-Seine	塞纳河畔米西 (奥布省)
Petrushka	彼得鲁什卡
2163 Korczak	小行星2163
Fanum Sancti Ioannis in Lucento	桑特霍安达拉坎特
Fours (Niver)	富尔 (涅夫勒省)
Meacum	京都
Woincourt	万库尔
Tusson	蒂松 (夏朗德省)
Pressiat	普雷西亚
Boigny-sur-Bionne	比翁河畔布瓦尼
UNICEF	联合国儿童基金会
Buissy	比西
Lodda	洛德代
Musculus sartorius	縫匠肌
Villers-Farlay	维莱尔法尔莱 (汝拉省)
Linea nivalis	雪线
Chemenot	谢芒奥
Ioachim Yhombi-Opango	若阿基姆·雍比－奥庞戈
Alphonsus Massamba-Débat	阿方斯·马桑巴-代巴
Moustier-en-Fagne	穆斯捷昂法涅
3647 Dermott	小行星3647
Firfol	菲尔福
3111 Misuzu	小行星3111
Aincille	安西耶
Matton-et-Clémency	马通克莱芒西
Barbeville	巴尔伯维尔
Corypheae	贝叶棕族
Virus	病毒 (消歧义)
Aurimont	奥里蒙
Randy Schekman	兰迪·谢克曼
Docimus (satrapa)	多喀摩斯
